CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status
Elizabeth Berkley Lauren,17,1,Percent,24.0,9.4%,0.0%-100.0%,9.362627983093262,3.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Leah Remini,17,1,Percent,21.0,8.2%,0.0%-100.0%,8.174066543579102,8.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Corbin Bleu,17,1,Percent,24.0,9.4%,0.0%-100.0%,9.372528076171875,2.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Amber Riley,17,1,Percent,27.0,10.5%,0.0%-100.0%,10.518385887145996,1.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Keyshawn Johnson,17,1,Percent,17.0,6.6%,0.0%-100.0%,6.666346549987793,10.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Bill Engvall,17,1,Percent,18.0,7.0%,0.0%-100.0%,7.053463935852051,9.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Christina Milian,17,1,Percent,22.0,8.6%,0.0%-100.0%,8.586922645568848,5.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
"Nicole ""Snooki"" Polizzi",17,1,Percent,23.0,9.0%,0.0%-100.0%,8.97606086730957,4.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Jack Osbourne,17,1,Percent,23.0,9.0%,0.0%-100.0%,8.97606086730957,4.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Bill Nye,17,1,Percent,14.0,5.5%,0.0%-100.0%,5.534470081329346,11.0,0.03798196818679571,0.0,0.0,4.470348358154297e-05,0.01003041211515665,0.6383803486824036,Safe
Valerie Harper,17,2,Percent,19.0,7.1%,0.0%-99.6%,6.908682823181152,10.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Brant Daugherty,17,2,Percent,23.0,8.6%,0.0%-99.6%,8.693205833435059,7.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Elizabeth Berkley Lauren,17,2,Percent,25.0,9.4%,0.0%-99.6%,9.622194290161133,2.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Leah Remini,17,2,Percent,24.0,9.0%,0.0%-99.6%,9.152583122253418,5.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Corbin Bleu,17,2,Percent,26.0,9.8%,0.0%-99.6%,10.072455406188965,1.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Amber Riley,17,2,Percent,24.0,9.0%,0.0%-99.6%,9.142084121704102,6.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Keyshawn Johnson,17,2,Percent,18.0,6.8%,0.0%-9.9%,6.43777322769165,11.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Eliminated (Place 12)
Bill Engvall,17,2,Percent,21.0,7.9%,0.0%-99.6%,7.8066935539245605,8.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Christina Milian,17,2,Percent,25.0,9.4%,0.0%-99.6%,9.612030982971191,3.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
"Nicole ""Snooki"" Polizzi",17,2,Percent,20.0,7.5%,0.0%-99.6%,7.354864597320557,9.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Jack Osbourne,17,2,Percent,24.0,9.0%,0.0%-99.6%,9.162538528442383,4.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Bill Nye,17,2,Percent,17.0,6.4%,0.4%-100.0%,6.034884452819824,12.0,0.037783180427504705,5.5143082136055455e-06,0.0,5.066394805908203e-05,0.010088130831718445,0.6247698664665222,Safe
Valerie Harper,17,3,Percent,16.0,6.3%,0.0%-100.0%,6.490735054016113,9.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Brant Daugherty,17,3,Percent,27.0,10.6%,0.0%-100.0%,10.504596710205078,1.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Elizabeth Berkley Lauren,17,3,Percent,25.0,9.8%,0.0%-100.0%,9.7487154006958,5.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Leah Remini,17,3,Percent,24.0,9.4%,0.0%-100.0%,9.359551429748535,7.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Corbin Bleu,17,3,Percent,26.0,10.2%,0.0%-100.0%,10.13908576965332,2.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Amber Riley,17,3,Percent,24.0,9.4%,0.0%-100.0%,9.376456260681152,6.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Bill Engvall,17,3,Percent,24.0,9.4%,0.0%-100.0%,9.376456260681152,6.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Christina Milian,17,3,Percent,26.0,10.2%,0.0%-100.0%,10.127681732177734,3.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
"Nicole ""Snooki"" Polizzi",17,3,Percent,25.0,9.8%,0.0%-100.0%,9.759986877441406,4.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Jack Osbourne,17,3,Percent,22.0,8.6%,0.0%-100.0%,8.637284278869629,8.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Safe
Bill Nye,17,3,Percent,16.0,6.3%,0.0%-11.9%,6.4794511795043945,10.0,0.038666372559964655,0.0,0.0,8.243322372436523e-05,0.00882341805845499,0.665797770023346,Eliminated (Place 11)
Valerie Harper,17,4,Percent,18.0,7.6%,0.0%-12.4%,6.694947719573975,6.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Eliminated (Place 10)
Brant Daugherty,17,4,Percent,21.0,8.9%,0.0%-100.0%,8.448925971984863,5.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Elizabeth Berkley Lauren,17,4,Percent,27.0,11.4%,0.0%-100.0%,11.958873748779297,1.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Leah Remini,17,4,Percent,24.0,10.1%,0.0%-100.0%,10.165056228637695,3.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Corbin Bleu,17,4,Percent,27.0,11.4%,0.0%-100.0%,11.885271072387695,2.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Amber Riley,17,4,Percent,27.0,11.4%,0.0%-100.0%,11.885271072387695,2.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Bill Engvall,17,4,Percent,21.0,8.9%,0.0%-100.0%,8.466480255126953,4.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Christina Milian,17,4,Percent,24.0,10.1%,0.0%-100.0%,10.165056228637695,3.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
"Nicole ""Snooki"" Polizzi",17,4,Percent,24.0,10.1%,0.0%-100.0%,10.165056228637695,3.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Jack Osbourne,17,4,Percent,24.0,10.1%,0.0%-100.0%,10.165056228637695,3.0,0.03532535899430513,0.0,0.0,9.042024612426758e-05,0.010617378167808056,0.5772902369499207,Safe
Brant Daugherty,17,5,Percent,27.0,11.5%,0.4%-93.2%,11.873550415039062,3.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Elizabeth Berkley Lauren,17,5,Percent,26.0,11.1%,0.9%-93.6%,11.08504581451416,5.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Leah Remini,17,5,Percent,22.0,9.4%,2.6%-95.3%,7.258607387542725,7.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Corbin Bleu,17,5,Percent,28.0,11.9%,0.0%-92.8%,13.257262229919434,1.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Amber Riley,17,5,Percent,26.0,11.1%,0.9%-93.6%,11.08504581451416,5.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Bill Engvall,17,5,Percent,24.0,10.2%,1.7%-94.5%,8.639678955078125,6.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Christina Milian,17,5,Percent,28.0,11.9%,0.0%-10.3%,13.13147258758545,2.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Eliminated (Place 9)
"Nicole ""Snooki"" Polizzi",17,5,Percent,27.0,11.5%,0.4%-93.2%,11.834664344787598,4.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Jack Osbourne,17,5,Percent,27.0,11.5%,0.4%-93.2%,11.834664344787598,4.0,0.17513814214617016,0.0016865116776898503,0.0,0.005858719348907471,0.011275121010839939,0.5518683195114136,Safe
Brant Daugherty,17,6,Percent,31.0,13.4%,0.0%-100.0%,14.258273124694824,3.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Elizabeth Berkley Lauren,17,6,Percent,31.9998,13.9%,0.0%-100.0%,15.12188720703125,2.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Leah Remini,17,6,Percent,27.999899999999997,12.1%,0.0%-100.0%,11.779308319091797,5.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Corbin Bleu,17,6,Percent,26.999899999999997,11.7%,0.0%-100.0%,10.940659523010254,6.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Amber Riley,17,6,Percent,31.999899999999997,13.9%,0.0%-100.0%,15.130101203918457,1.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Bill Engvall,17,6,Percent,23.9999,10.4%,0.0%-100.0%,8.458247184753418,8.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
"Nicole ""Snooki"" Polizzi",17,6,Percent,30.0,13.0%,0.0%-100.0%,13.416361808776855,4.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Jack Osbourne,17,6,Percent,26.9998,11.7%,0.0%-100.0%,10.895161628723145,7.0,0.030006130598485472,0.0,0.0,4.851818084716797e-05,0.011791006661951542,0.45766016840934753,Safe
Brant Daugherty,17,7,Percent,28.5,12.9%,0.0%-98.9%,13.18506145477295,2.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
Elizabeth Berkley Lauren,17,7,Percent,27.0,12.2%,0.0%-98.9%,11.92842960357666,4.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
Leah Remini,17,7,Percent,26.5,12.0%,0.2%-99.1%,11.512873649597168,6.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
Corbin Bleu,17,7,Percent,29.5,13.3%,0.0%-98.9%,14.028297424316406,1.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
Amber Riley,17,7,Percent,29.5,13.3%,0.0%-98.9%,14.028297424316406,1.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
Bill Engvall,17,7,Percent,25.0,11.3%,0.9%-99.8%,10.313596725463867,7.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
"Nicole ""Snooki"" Polizzi",17,7,Percent,27.0,12.2%,0.0%-12.8%,11.832608222961426,5.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Eliminated (Place 8)
Jack Osbourne,17,7,Percent,28.5,12.9%,0.0%-98.9%,13.170843124389648,3.0,0.04094166860450059,8.804794197203591e-05,0.0,0.000515282154083252,0.0035047302953898907,0.6255942583084106,Safe
Brant Daugherty,17,8,Percent,27.0,14.1%,0.0%-14.5%,14.088651657104492,5.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Eliminated (Place 7)
Elizabeth Berkley Lauren,17,8,Percent,25.0,13.0%,1.0%-98.4%,13.451677322387695,6.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Safe
Leah Remini,17,8,Percent,28.0,14.6%,0.0%-97.4%,14.492951393127441,3.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Safe
Corbin Bleu,17,8,Percent,30.0,15.6%,0.0%-97.4%,15.18986988067627,1.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Safe
Amber Riley,17,8,Percent,28.0,14.6%,0.0%-97.4%,14.47925090789795,4.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Safe
Bill Engvall,17,8,Percent,24.0,12.5%,1.6%-99.0%,13.108799934387207,7.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Safe
Jack Osbourne,17,8,Percent,30.0,15.6%,0.0%-97.4%,15.188797950744629,2.0,0.05026285876519978,0.00015468972560483962,0.0,0.0003820657730102539,0.0009234948083758354,0.7390303611755371,Safe
Elizabeth Berkley Lauren,17,9,Percent,28.0,17.8%,0.0%-15.6%,17.02985191345215,3.0,0.2243224482983351,0.0020644166506826878,0.0,0.031385600566864014,0.008329035714268684,0.4557218849658966,Eliminated (Place 6)
Leah Remini,17,9,Percent,27.0,17.1%,0.6%-93.3%,17.590595245361328,2.0,0.2243224482983351,0.0020644166506826878,0.0,0.031385600566864014,0.008329035714268684,0.4557218849658966,Safe
Corbin Bleu,17,9,Percent,29.0,18.4%,0.0%-92.7%,20.0646915435791,1.0,0.2243224482983351,0.0020644166506826878,0.0,0.031385600566864014,0.008329035714268684,0.4557218849658966,Safe
Amber Riley,17,9,Percent,25.5,16.2%,1.6%-94.3%,16.089797973632812,4.0,0.2243224482983351,0.0020644166506826878,0.0,0.031385600566864014,0.008329035714268684,0.4557218849658966,Safe
Bill Engvall,17,9,Percent,21.0,13.3%,4.4%-97.1%,11.63446044921875,5.0,0.2243224482983351,0.0020644166506826878,0.0,0.031385600566864014,0.008329035714268684,0.4557218849658966,Safe
Jack Osbourne,17,9,Percent,27.0,17.1%,0.6%-93.3%,17.590595245361328,2.0,0.2243224482983351,0.0020644166506826878,0.0,0.031385600566864014,0.008329035714268684,0.4557218849658966,Safe
Leah Remini,17,10,Percent,32.5,18.6%,0.0%-21.4%,18.10382652282715,4.0,0.038375157630071044,0.00015561927284579724,0.0,0.003175675868988037,0.0036184843629598618,0.4115769863128662,Eliminated (Place 5)
Corbin Bleu,17,10,Percent,37.5,21.4%,0.0%-98.6%,21.679853439331055,2.0,0.038375157630071044,0.00015561927284579724,0.0,0.003175675868988037,0.0036184843629598618,0.4115769863128662,Safe
Amber Riley,17,10,Percent,39.5,22.6%,0.0%-98.6%,22.862680435180664,1.0,0.038375157630071044,0.00015561927284579724,0.0,0.003175675868988037,0.0036184843629598618,0.4115769863128662,Safe
Bill Engvall,17,10,Percent,30.0,17.1%,1.4%-100.0%,17.037450790405273,5.0,0.038375157630071044,0.00015561927284579724,0.0,0.003175675868988037,0.0036184843629598618,0.4115769863128662,Safe
Jack Osbourne,17,10,Percent,35.5,20.3%,0.0%-98.6%,20.31618881225586,3.0,0.038375157630071044,0.00015561927284579724,0.0,0.003175675868988037,0.0036184843629598618,0.4115769863128662,Safe
Corbin Bleu,17,11,Percent,29.6664,25.9%,0.0%-50.7%,27.197917938232422,2.0,0.013769345730543135,0.0,0.0,2.676248550415039e-05,0.00985918939113617,0.1565413922071457,Eliminated (Place 2)
Amber Riley,17,11,Percent,31.333199999999998,27.4%,22.6%-100.0%,30.79906463623047,1.0,0.013769345730543135,0.0,0.0,2.676248550415039e-05,0.00985918939113617,0.1565413922071457,Safe
Bill Engvall,17,11,Percent,25.499899999999997,22.3%,0.0%-52.5%,18.378589630126953,4.0,0.013769345730543135,0.0,0.0,2.676248550415039e-05,0.00985918939113617,0.1565413922071457,Eliminated (Place 4)
Jack Osbourne,17,11,Percent,27.999899999999997,24.5%,0.0%-51.5%,23.624433517456055,3.0,0.013769345730543135,0.0,0.0,2.676248550415039e-05,0.00985918939113617,0.1565413922071457,Eliminated (Place 3)
Billy Dee Williams,18,1,Percent,15.0,5.7%,0.0%-100.0%,5.461982727050781,11.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Withdrew
Danica McKellar,18,1,Percent,24.0,9.2%,0.0%-100.0%,9.29241943359375,3.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
James Maslow,18,1,Percent,21.0,8.0%,0.0%-100.0%,7.986476898193359,6.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
Candace Cameron Bure,18,1,Percent,25.0,9.5%,0.0%-100.0%,9.721944808959961,2.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
Sean Avery,18,1,Percent,20.0,7.6%,0.0%-100.0%,7.54152250289917,9.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
Diana Nyad,18,1,Percent,18.0,6.9%,0.0%-100.0%,6.715110778808594,10.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
Charlie White,18,1,Percent,27.0,10.3%,0.0%-100.0%,10.512959480285645,1.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
Amy Purdy,18,1,Percent,24.0,9.2%,0.0%-100.0%,9.217872619628906,4.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
Meryl Davis,18,1,Percent,24.0,9.2%,0.0%-100.0%,9.217872619628906,4.0,0.03774595595896244,0.0,0.0,0.0001786947250366211,0.010406946763396263,0.6264618635177612,Safe
