CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Percent_Predict,Rank_predict
Zendaya,16,5,Percent,29.0,13.9%,0.0%-100.0%,16.95,1.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,16.95,1.0
Victor Ortiz,16,5,Percent,21.0,10.0%,0.0%-100.0%,9.07,6.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,9.07,6.0
Alexandra Raisman,16,5,Percent,25.0,12.0%,0.0%-100.0%,12.77,4.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,12.77,4.0
Jacoby Jones,16,5,Percent,26.0,12.4%,0.0%-100.0%,13.86,3.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,13.86,3.0
D. L. Hughley,16,5,Percent,18.0,8.6%,0.0%-13.6%,5.97,8.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Eliminated (Place 9),5.97,8.0
Andy Dick,16,5,Percent,18.0,8.6%,0.0%-100.0%,5.97,8.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,5.97,8.0
Kellie Pickler,16,5,Percent,27.0,12.9%,0.0%-100.0%,14.98,2.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,14.98,2.0
Sean Lowe,16,5,Percent,24.0,11.5%,0.0%-100.0%,11.68,5.0,0.0871687568724155,0.0,0.0,0.0005654096603393,0.0424330793321132,0.3057174980640411,Safe,11.68,5.0
Ingo Rademacher,16,6,Percent,23.0,12.2%,0.0%-100.0%,11.89,4.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,11.89,4.0
Zendaya,16,6,Percent,25.5,13.5%,0.0%-100.0%,15.83,3.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,15.83,3.0
Victor Ortiz,16,6,Percent,20.0,10.6%,0.0%-14.4%,5.99,8.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Eliminated (Place 8),5.99,8.0
Alexandra Raisman,16,6,Percent,26.0,13.8%,0.0%-100.0%,17.02,2.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,17.02,2.0
Jacoby Jones,16,6,Percent,22.5,11.9%,0.0%-100.0%,10.33,6.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,10.33,6.0
Andy Dick,16,6,Percent,21.5,11.4%,0.0%-100.0%,8.54,7.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,8.54,7.0
Kellie Pickler,16,6,Percent,27.0,14.3%,0.0%-100.0%,18.98,1.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,18.98,1.0
Sean Lowe,16,6,Percent,23.0,12.2%,0.0%-100.0%,11.43,5.0,0.0792028598487377,0.0,0.0,0.001217782497406,0.0406778044998645,0.2678919732570648,Safe,11.43,5.0
Ingo Rademacher,16,7,Percent,25.0,13.6%,0.0%-100.0%,12.92,5.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Safe,12.92,5.0
Zendaya,16,7,Percent,30.0,16.3%,0.0%-100.0%,18.02,2.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Safe,18.02,2.0
Alexandra Raisman,16,7,Percent,32.0,17.4%,0.0%-100.0%,20.04,1.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Safe,20.04,1.0
Jacoby Jones,16,7,Percent,27.0,14.7%,0.0%-100.0%,14.84,4.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Safe,14.84,4.0
Andy Dick,16,7,Percent,17.0,9.2%,0.0%-19.3%,5.79,7.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Eliminated (Place 7),5.79,7.0
Kellie Pickler,16,7,Percent,29.0,15.8%,0.0%-100.0%,16.76,3.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Safe,16.76,3.0
Sean Lowe,16,7,Percent,24.0,13.0%,0.0%-100.0%,11.64,6.0,0.0755777589976787,0.0,0.0,0.0019395947456359,0.0381204672157764,0.2538294196128845,Safe,11.64,6.0
Ingo Rademacher,16,8,Percent,24.0,15.4%,0.0%-100.0%,12.92,5.0,0.0625471323728561,0.0,0.0,0.0018560886383056,0.035352811217308,0.1973967850208282,Safe,12.92,5.0
Zendaya,16,8,Percent,29.0,18.6%,0.0%-100.0%,22.89,1.0,0.0625471323728561,0.0,0.0,0.0018560886383056,0.035352811217308,0.1973967850208282,Safe,22.89,1.0
Alexandra Raisman,16,8,Percent,28.0,18.0%,0.0%-100.0%,20.72,2.0,0.0625471323728561,0.0,0.0,0.0018560886383056,0.035352811217308,0.1973967850208282,Safe,20.72,2.0
Jacoby Jones,16,8,Percent,26.0,16.7%,0.0%-100.0%,16.49,4.0,0.0625471323728561,0.0,0.0,0.0018560886383056,0.035352811217308,0.1973967850208282,Safe,16.49,4.0
Kellie Pickler,16,8,Percent,27.5,17.7%,0.0%-100.0%,19.25,3.0,0.0625471323728561,0.0,0.0,0.0018560886383056,0.035352811217308,0.1973967850208282,Safe,19.25,3.0
Sean Lowe,16,8,Percent,21.0,13.5%,0.0%-19.8%,7.72,6.0,0.0625471323728561,0.0,0.0,0.0018560886383056,0.035352811217308,0.1973967850208282,Eliminated (Place 6),7.72,6.0
Ingo Rademacher,16,9,Percent,25.5,18.1%,0.0%-21.9%,10.09,5.0,0.060414807498455,0.0,0.0,0.0050045251846313,0.0302290543913841,0.1863642483949661,Eliminated (Place 5),10.09,5.0
Zendaya,16,9,Percent,27.5,19.5%,0.0%-100.0%,17.14,4.0,0.060414807498455,0.0,0.0,0.0050045251846313,0.0302290543913841,0.1863642483949661,Safe,17.14,4.0
Alexandra Raisman,16,9,Percent,29.5,20.9%,0.0%-100.0%,24.62,2.0,0.060414807498455,0.0,0.0,0.0050045251846313,0.0302290543913841,0.1863642483949661,Safe,24.62,2.0
Jacoby Jones,16,9,Percent,29.5,20.9%,0.0%-100.0%,25.87,1.0,0.060414807498455,0.0,0.0,0.0050045251846313,0.0302290543913841,0.1863642483949661,Safe,25.87,1.0
Kellie Pickler,16,9,Percent,29.0,20.6%,0.0%-100.0%,22.28,3.0,0.060414807498455,0.0,0.0,0.0050045251846313,0.0302290543913841,0.1863642483949661,Safe,22.28,3.0
Zendaya,16,10,Percent,30.0,25.6%,0.0%-50.0%,30.52,1.0,0.0535091754049062,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122276276350021,Eliminated (Place 2),30.52,1.0
Alexandra Raisman,16,10,Percent,29.0,24.8%,0.0%-50.4%,23.06,2.0,0.0535091754049062,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122276276350021,Eliminated (Place 4),23.06,2.0
Jacoby Jones,16,10,Percent,27.9999,23.9%,0.0%-50.9%,15.9,3.0,0.0535091754049062,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122276276350021,Eliminated (Place 3),15.9,3.0
Kellie Pickler,16,10,Percent,30.0,25.6%,24.4%-100.0%,30.52,1.0,0.0535091754049062,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122276276350021,Safe,30.52,1.0
Valerie Harper,17,1,Percent,21.0,8.2%,0.0%-100.0%,7.93,7.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,7.93,7.0
Brant Daugherty,17,1,Percent,22.0,8.6%,0.0%-100.0%,8.81,5.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,8.81,5.0
Elizabeth Berkley Lauren,17,1,Percent,24.0,9.4%,0.0%-100.0%,10.85,2.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,10.85,2.0
Leah Remini,17,1,Percent,21.0,8.2%,0.0%-100.0%,7.8,8.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,7.8,8.0
Corbin Bleu,17,1,Percent,24.0,9.4%,0.0%-100.0%,10.21,3.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,10.21,3.0
Amber Riley,17,1,Percent,27.0,10.5%,0.0%-100.0%,12.72,1.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,12.72,1.0
Keyshawn Johnson,17,1,Percent,17.0,6.6%,0.0%-100.0%,4.99,10.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,4.99,10.0
Bill Engvall,17,1,Percent,18.0,7.0%,0.0%-100.0%,5.76,9.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,5.76,9.0
Christina Milian,17,1,Percent,22.0,8.6%,0.0%-100.0%,8.68,6.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,8.68,6.0
"Nicole ""Snooki"" Polizzi",17,1,Percent,23.0,9.0%,0.0%-100.0%,9.64,4.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,9.64,4.0
Jack Osbourne,17,1,Percent,23.0,9.0%,0.0%-100.0%,9.64,4.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,9.64,4.0
Bill Nye,17,1,Percent,14.0,5.5%,0.0%-100.0%,2.96,11.0,0.1166673168540001,0.0,0.0,0.0027698874473571,0.0429251864552497,0.4407115876674652,Safe,2.96,11.0
Valerie Harper,17,2,Percent,19.0,7.1%,0.0%-99.6%,5.48,10.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,5.48,10.0
Brant Daugherty,17,2,Percent,23.0,8.6%,0.0%-99.6%,8.89,7.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,8.89,7.0
Elizabeth Berkley Lauren,17,2,Percent,25.0,9.4%,0.0%-99.6%,10.93,3.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,10.93,3.0
Leah Remini,17,2,Percent,24.0,9.0%,0.0%-99.6%,9.77,6.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,9.77,6.0
Corbin Bleu,17,2,Percent,26.0,9.8%,0.0%-99.6%,11.98,1.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,11.98,1.0
Amber Riley,17,2,Percent,24.0,9.0%,0.0%-99.6%,9.9,5.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,9.9,5.0
Keyshawn Johnson,17,2,Percent,18.0,6.8%,0.0%-9.9%,4.5,11.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Eliminated (Place 12),4.5,11.0
Bill Engvall,17,2,Percent,21.0,7.9%,0.0%-99.6%,7.25,8.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,7.25,8.0
Christina Milian,17,2,Percent,25.0,9.4%,0.0%-99.6%,11.07,2.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,11.07,2.0
"Nicole ""Snooki"" Polizzi",17,2,Percent,20.0,7.5%,0.0%-99.6%,6.37,9.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,6.37,9.0
Jack Osbourne,17,2,Percent,24.0,9.0%,0.0%-99.6%,10.04,4.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,10.04,4.0
Bill Nye,17,2,Percent,17.0,6.4%,0.4%-100.0%,3.83,12.0,0.1128541596379364,9.94042511592852e-06,0.0,0.0011737346649169,0.0431272387504577,0.4250442385673523,Safe,3.83,12.0
Valerie Harper,17,3,Percent,16.0,6.3%,0.0%-100.0%,4.0,10.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,4.0,10.0
Brant Daugherty,17,3,Percent,27.0,10.6%,0.0%-100.0%,12.12,1.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,12.12,1.0
Elizabeth Berkley Lauren,17,3,Percent,25.0,9.8%,0.0%-100.0%,10.34,5.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,10.34,5.0
Leah Remini,17,3,Percent,24.0,9.4%,0.0%-100.0%,9.6,6.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,9.6,6.0
Corbin Bleu,17,3,Percent,26.0,10.2%,0.0%-100.0%,11.13,3.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,11.13,3.0
Amber Riley,17,3,Percent,24.0,9.4%,0.0%-100.0%,9.38,7.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,9.38,7.0
Bill Engvall,17,3,Percent,24.0,9.4%,0.0%-100.0%,9.38,7.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,9.38,7.0
Christina Milian,17,3,Percent,26.0,10.2%,0.0%-100.0%,11.47,2.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,11.47,2.0
"Nicole ""Snooki"" Polizzi",17,3,Percent,25.0,9.8%,0.0%-100.0%,10.48,4.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,10.48,4.0
Jack Osbourne,17,3,Percent,22.0,8.6%,0.0%-100.0%,7.97,8.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Safe,7.97,8.0
Bill Nye,17,3,Percent,16.0,6.3%,0.0%-11.9%,4.12,9.0,0.1219945453797663,1.5993688862181449e-07,0.0,0.0034657716751098,0.0381872430443763,0.4780181646347046,Eliminated (Place 11),4.12,9.0
Valerie Harper,17,4,Percent,18.0,7.6%,0.0%-12.4%,4.06,7.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Eliminated (Place 10),4.06,7.0
Brant Daugherty,17,4,Percent,21.0,8.9%,0.0%-100.0%,6.92,6.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,6.92,6.0
Elizabeth Berkley Lauren,17,4,Percent,27.0,11.4%,0.0%-100.0%,13.39,2.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,13.39,2.0
Leah Remini,17,4,Percent,24.0,10.1%,0.0%-100.0%,10.58,3.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,10.58,3.0
Corbin Bleu,17,4,Percent,27.0,11.4%,0.0%-100.0%,13.73,1.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,13.73,1.0
Amber Riley,17,4,Percent,27.0,11.4%,0.0%-100.0%,13.73,1.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,13.73,1.0
Bill Engvall,17,4,Percent,21.0,8.9%,0.0%-100.0%,7.14,5.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,7.14,5.0
Christina Milian,17,4,Percent,24.0,10.1%,0.0%-100.0%,10.15,4.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,10.15,4.0
"Nicole ""Snooki"" Polizzi",17,4,Percent,24.0,10.1%,0.0%-100.0%,10.15,4.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,10.15,4.0
Jack Osbourne,17,4,Percent,24.0,10.1%,0.0%-100.0%,10.15,4.0,0.1052894115447998,0.0,0.0,0.0016793012619018,0.0391373932361602,0.4006383717060089,Safe,10.15,4.0
Brant Daugherty,17,5,Percent,27.0,11.5%,0.4%-93.2%,11.52,3.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,11.52,3.0
Elizabeth Berkley Lauren,17,5,Percent,26.0,11.1%,0.9%-93.6%,11.05,6.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,11.05,6.0
Leah Remini,17,5,Percent,22.0,9.4%,2.6%-95.3%,9.56,8.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,9.56,8.0
Corbin Bleu,17,5,Percent,28.0,11.9%,0.0%-92.8%,11.87,1.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,11.87,1.0
Amber Riley,17,5,Percent,26.0,11.1%,0.9%-93.6%,11.06,5.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,11.06,5.0
Bill Engvall,17,5,Percent,24.0,10.2%,1.7%-94.5%,10.3,7.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,10.3,7.0
Christina Milian,17,5,Percent,28.0,11.9%,0.0%-10.3%,11.74,2.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Eliminated (Place 9),11.74,2.0
"Nicole ""Snooki"" Polizzi",17,5,Percent,27.0,11.5%,0.4%-93.2%,11.45,4.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,11.45,4.0
Jack Osbourne,17,5,Percent,27.0,11.5%,0.4%-93.2%,11.45,4.0,0.1962418503593653,0.0004813696141354,0.0,0.0015898346900939,0.0015162976924329,0.7761633396148682,Safe,11.45,4.0
Brant Daugherty,17,6,Percent,31.0,13.4%,0.0%-100.0%,15.53,3.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,15.53,3.0
Elizabeth Berkley Lauren,17,6,Percent,31.9998,13.9%,0.0%-100.0%,17.54,1.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,17.54,1.0
Leah Remini,17,6,Percent,27.9999,12.1%,0.0%-100.0%,11.3,5.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,11.3,5.0
Corbin Bleu,17,6,Percent,26.9999,11.7%,0.0%-100.0%,9.34,7.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,9.34,7.0
Amber Riley,17,6,Percent,31.9999,13.9%,0.0%-100.0%,17.09,2.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,17.09,2.0
Bill Engvall,17,6,Percent,23.9999,10.4%,0.0%-100.0%,5.45,8.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,5.45,8.0
"Nicole ""Snooki"" Polizzi",17,6,Percent,30.0,13.0%,0.0%-100.0%,13.97,4.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,13.97,4.0
Jack Osbourne,17,6,Percent,26.9998,11.7%,0.0%-100.0%,9.78,6.0,0.0822386495769024,0.0,0.0,0.0016171932220458,0.0396981723606586,0.2840127646923065,Safe,9.78,6.0
Brant Daugherty,17,7,Percent,28.5,12.9%,0.0%-98.9%,14.35,2.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,14.35,2.0
Elizabeth Berkley Lauren,17,7,Percent,27.0,12.2%,0.0%-98.9%,11.16,4.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,11.16,4.0
Leah Remini,17,7,Percent,26.5,12.0%,0.2%-99.1%,9.8,6.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,9.8,6.0
Corbin Bleu,17,7,Percent,29.5,13.3%,0.0%-98.9%,16.55,1.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,16.55,1.0
Amber Riley,17,7,Percent,29.5,13.3%,0.0%-98.9%,16.55,1.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,16.55,1.0
Bill Engvall,17,7,Percent,25.0,11.3%,0.9%-99.8%,7.33,7.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,7.33,7.0
"Nicole ""Snooki"" Polizzi",17,7,Percent,27.0,12.2%,0.0%-12.8%,10.22,5.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Eliminated (Place 8),10.22,5.0
Jack Osbourne,17,7,Percent,28.5,12.9%,0.0%-98.9%,14.05,3.0,0.1087373719550669,0.0002107279433403,0.0,0.0071837306022644,0.0235779602080583,0.3527431488037109,Safe,14.05,3.0
Brant Daugherty,17,8,Percent,27.0,14.1%,0.0%-14.5%,12.56,5.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Eliminated (Place 7),12.56,5.0
Elizabeth Berkley Lauren,17,8,Percent,25.0,13.0%,1.0%-98.4%,11.16,6.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Safe,11.16,6.0
Leah Remini,17,8,Percent,28.0,14.6%,0.0%-97.4%,15.26,3.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Safe,15.26,3.0
Corbin Bleu,17,8,Percent,30.0,15.6%,0.0%-97.4%,17.92,2.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Safe,17.92,2.0
Amber Riley,17,8,Percent,28.0,14.6%,0.0%-97.4%,14.94,4.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Safe,14.94,4.0
Bill Engvall,17,8,Percent,24.0,12.5%,1.6%-99.0%,9.91,7.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Safe,9.91,7.0
Jack Osbourne,17,8,Percent,30.0,15.6%,0.0%-97.4%,18.25,1.0,0.1247385996393859,0.0003947441873606,0.0,0.0137925744056701,0.0152308493852615,0.3511399030685425,Safe,18.25,1.0
Elizabeth Berkley Lauren,17,9,Percent,28.0,17.8%,0.0%-15.6%,17.05,2.0,0.2299523421330377,0.0008729390101507,0.0,0.0039924383163452,0.000502606970258,0.7791160941123962,Eliminated (Place 6),17.05,2.0
Leah Remini,17,9,Percent,27.0,17.1%,0.6%-93.3%,16.78,4.0,0.2299523421330377,0.0008729390101507,0.0,0.0039924383163452,0.000502606970258,0.7791160941123962,Safe,16.78,4.0
Corbin Bleu,17,9,Percent,29.0,18.4%,0.0%-92.7%,17.39,1.0,0.2299523421330377,0.0008729390101507,0.0,0.0039924383163452,0.000502606970258,0.7791160941123962,Safe,17.39,1.0
Amber Riley,17,9,Percent,25.5,16.2%,1.6%-94.3%,16.46,5.0,0.2299523421330377,0.0008729390101507,0.0,0.0039924383163452,0.000502606970258,0.7791160941123962,Safe,16.46,5.0
Bill Engvall,17,9,Percent,21.0,13.3%,4.4%-97.1%,15.36,6.0,0.2299523421330377,0.0008729390101507,0.0,0.0039924383163452,0.000502606970258,0.7791160941123962,Safe,15.36,6.0
Jack Osbourne,17,9,Percent,27.0,17.1%,0.6%-93.3%,16.95,3.0,0.2299523421330377,0.0008729390101507,0.0,0.0039924383163452,0.000502606970258,0.7791160941123962,Safe,16.95,3.0
Leah Remini,17,10,Percent,32.5,18.6%,0.0%-21.4%,15.05,4.0,0.0750422517769038,0.0002215191198047,0.0,0.0099682211875915,0.0206260122358798,0.1748844683170318,Eliminated (Place 5),15.05,4.0
Corbin Bleu,17,10,Percent,37.5,21.4%,0.0%-98.6%,23.79,2.0,0.0750422517769038,0.0002215191198047,0.0,0.0099682211875915,0.0206260122358798,0.1748844683170318,Safe,23.79,2.0
Amber Riley,17,10,Percent,39.5,22.6%,0.0%-98.6%,27.12,1.0,0.0750422517769038,0.0002215191198047,0.0,0.0099682211875915,0.0206260122358798,0.1748844683170318,Safe,27.12,1.0
Bill Engvall,17,10,Percent,30.0,17.1%,1.4%-100.0%,13.5,5.0,0.0750422517769038,0.0002215191198047,0.0,0.0099682211875915,0.0206260122358798,0.1748844683170318,Safe,13.5,5.0
Jack Osbourne,17,10,Percent,35.5,20.3%,0.0%-98.6%,20.55,3.0,0.0750422517769038,0.0002215191198047,0.0,0.0099682211875915,0.0206260122358798,0.1748844683170318,Safe,20.55,3.0
Corbin Bleu,17,11,Percent,29.6664,25.9%,0.0%-50.7%,28.3,2.0,0.0286028638482093,0.0,0.0,0.0002719759941101,0.023961529135704,0.0697698518633842,Eliminated (Place 2),28.3,2.0
Amber Riley,17,11,Percent,31.3332,27.4%,22.6%-100.0%,33.99,1.0,0.0286028638482093,0.0,0.0,0.0002719759941101,0.023961529135704,0.0697698518633842,Safe,33.99,1.0
Bill Engvall,17,11,Percent,25.4999,22.3%,0.0%-52.5%,14.97,4.0,0.0286028638482093,0.0,0.0,0.0002719759941101,0.023961529135704,0.0697698518633842,Eliminated (Place 4),14.97,4.0
Jack Osbourne,17,11,Percent,27.9999,24.5%,0.0%-51.5%,22.74,3.0,0.0286028638482093,0.0,0.0,0.0002719759941101,0.023961529135704,0.0697698518633842,Eliminated (Place 3),22.74,3.0
Billy Dee Williams,18,1,Percent,15.0,5.7%,0.0%-100.0%,2.91,11.0,0.1137537069618702,0.0,0.0,0.0013075470924377,0.042902510613203,0.4335232675075531,Withdrew,2.91,11.0
Danica McKellar,18,1,Percent,24.0,9.2%,0.0%-100.0%,10.0,4.0,0.1137537069618702,0.0,0.0,0.0013075470924377,0.042902510613203,0.4335232675075531,Safe,10.0,4.0
James Maslow,18,1,Percent,21.0,8.0%,0.0%-100.0%,7.69,6.0,0.1137537069618702,0.0,0.0,0.0013075470924377,0.042902510613203,0.4335232675075531,Safe,7.69,6.0
